,episode,score,avg_score
980,980,15.0,15.41
981,981,18.0,15.4
982,982,7.0,15.31
983,983,17.0,15.34
984,984,18.0,15.3
985,985,18.0,15.36
986,986,14.0,15.25
987,987,21.0,15.35
988,988,14.0,15.33
989,989,12.0,15.28
990,990,12.0,15.24
991,991,14.0,15.21
992,992,18.0,15.26
993,993,17.0,15.25
994,994,15.0,15.27
995,995,15.0,15.22
996,996,15.0,15.16
997,997,13.0,15.16
998,998,12.0,15.08
999,999,12.0,15.0
1000,1000,15.0,14.98
1001,1001,15.0,14.92
1002,1002,14.0,14.93
1003,1003,17.0,14.95
1004,1004,21.0,15.0
1005,1005,9.0,14.92
1006,1006,14.0,14.91
1007,1007,14.0,14.89
1008,1008,18.0,14.95
1009,1009,16.0,14.94
1010,1010,17.0,14.94
1011,1011,23.0,14.99
1012,1012,19.0,15.02
1013,1013,6.0,14.88
1014,1014,5.0,14.75
1015,1015,13.0,14.72
1016,1016,11.0,14.66
1017,1017,15.0,14.64
1018,1018,14.0,14.55
1019,1019,16.0,14.59
1020,1020,15.0,14.63
1021,1021,18.0,14.69
1022,1022,18.0,14.72
1023,1023,7.0,14.66
1024,1024,11.0,14.62
1025,1025,22.0,14.7
1026,1026,10.0,14.63
1027,1027,19.0,14.67
1028,1028,10.0,14.62
1029,1029,14.0,14.62
1030,1030,18.0,14.64
1031,1031,11.0,14.63
1032,1032,21.0,14.68
1033,1033,20.0,14.67
1034,1034,19.0,14.85
1035,1035,14.0,14.84
1036,1036,6.0,14.75
1037,1037,10.0,14.71
1038,1038,17.0,14.7
1039,1039,20.0,14.8
1040,1040,12.0,14.79
1041,1041,13.0,14.77
1042,1042,17.0,14.84
1043,1043,19.0,14.89
1044,1044,16.0,14.92
1045,1045,24.0,15.03
1046,1046,18.0,15.03
1047,1047,15.0,15.08
1048,1048,11.0,15.05
1049,1049,15.0,15.13
1050,1050,12.0,15.13
1051,1051,11.0,15.09
1052,1052,20.0,15.11
1053,1053,13.0,15.14
1054,1054,20.0,15.17
1055,1055,16.0,15.17
1056,1056,13.0,15.13
1057,1057,20.0,15.2
1058,1058,17.0,15.22
1059,1059,20.0,15.29
1060,1060,14.0,15.27
1061,1061,14.0,15.28
1062,1062,16.0,15.28
1063,1063,23.0,15.35
1064,1064,17.0,15.42
1065,1065,14.0,15.36
1066,1066,10.0,15.25
1067,1067,15.0,15.2
1068,1068,11.0,15.17
1069,1069,20.0,15.23
1070,1070,20.0,15.28
1071,1071,13.0,15.23
1072,1072,14.0,15.23
1073,1073,17.0,15.27
1074,1074,17.0,15.23
